0,cortexode,pial,2003,203537,hcp_lh_200008.pial_converted.stl-cut.stl
1,cortexode,pial,2134,218580,hcp_lh_200109.pial_converted.stl-cut.stl
2,cortexode,pial,1306,269571,hcp_lh_200210.pial_converted.stl-cut.stl
3,cortexode,pial,593,216408,hcp_lh_200311.pial_converted.stl-cut.stl
4,cortexode,pial,1308,214613,hcp_lh_200614.pial_converted.stl-cut.stl
5,cortexode,pial,959,218397,hcp_lh_200917.pial_converted.stl-cut.stl
6,cortexode,pial,395,226404,hcp_lh_201111.pial_converted.stl-cut.stl
7,cortexode,pial,670,200580,hcp_lh_201414.pial_converted.stl-cut.stl
8,cortexode,pial,1668,237114,hcp_lh_201515.pial_converted.stl-cut.stl
9,cortexode,pial,959,236528,hcp_lh_201717.pial_converted.stl-cut.stl
10,cortexode,pial,1118,201434,hcp_lh_201818.pial_converted.stl-cut.stl
11,cortexode,pial,2274,228071,hcp_lh_202113.pial_converted.stl-cut.stl
12,cortexode,pial,408,229397,hcp_lh_202719.pial_converted.stl-cut.stl
13,cortexode,pial,672,209027,hcp_lh_203418.pial_converted.stl-cut.stl
14,cortexode,pial,1459,191999,hcp_lh_203721.pial_converted.stl-cut.stl
15,cortexode,pial,2053,229561,hcp_lh_203923.pial_converted.stl-cut.stl
16,cortexode,pial,343,222457,hcp_lh_204016.pial_converted.stl-cut.stl
17,cortexode,pial,256,243287,hcp_lh_204319.pial_converted.stl-cut.stl
18,cortexode,pial,597,184551,hcp_lh_204420.pial_converted.stl-cut.stl
19,cortexode,pial,1376,187983,hcp_lh_204521.pial_converted.stl-cut.stl
20,cortexode,pial,601,227001,hcp_lh_204622.pial_converted.stl-cut.stl
21,cortexode,pial,241,236024,hcp_lh_205119.pial_converted.stl-cut.stl
22,cortexode,pial,817,202684,hcp_lh_205220.pial_converted.stl-cut.stl
23,cortexode,pial,462,179848,hcp_lh_205725.pial_converted.stl-cut.stl
24,cortexode,pial,673,228879,hcp_lh_205826.pial_converted.stl-cut.stl
25,cortexode,pial,1280,230998,hcp_lh_206222.pial_converted.stl-cut.stl
26,cortexode,pial,82,256283,hcp_lh_207123.pial_converted.stl-cut.stl
27,cortexode,pial,567,207893,hcp_lh_207426.pial_converted.stl-cut.stl
28,cortexode,pial,948,247155,hcp_lh_207628.pial_converted.stl-cut.stl
29,cortexode,pial,1423,188579,hcp_lh_208024.pial_converted.stl-cut.stl
30,cortexode,pial,448,218579,hcp_lh_208125.pial_converted.stl-cut.stl
31,cortexode,pial,679,205913,hcp_lh_208226.pial_converted.stl-cut.stl
32,cortexode,pial,592,267782,hcp_lh_208327.pial_converted.stl-cut.stl
33,cortexode,pial,1028,166796,hcp_lh_208428.pial_converted.stl-cut.stl
34,cortexode,pial,1445,207004,hcp_lh_209127.pial_converted.stl-cut.stl
35,cortexode,pial,1095,217846,hcp_lh_209228.pial_converted.stl-cut.stl
36,cortexode,pial,1340,193280,hcp_lh_209329.pial_converted.stl-cut.stl
37,cortexode,pial,1493,191026,hcp_lh_209834.pial_converted.stl-cut.stl
38,cortexode,pial,920,233245,hcp_lh_209935.pial_converted.stl-cut.stl
39,cortexode,pial,218,229206,hcp_lh_210011.pial_converted.stl-cut.stl
40,cortexode,pial,1657,186588,hcp_lh_210415.pial_converted.stl-cut.stl
41,cortexode,pial,1577,234442,hcp_lh_210617.pial_converted.stl-cut.stl
42,cortexode,pial,2742,220912,hcp_lh_211114.pial_converted.stl-cut.stl
43,cortexode,pial,959,256770,hcp_lh_211215.pial_converted.stl-cut.stl
44,cortexode,pial,514,186601,hcp_lh_211316.pial_converted.stl-cut.stl
45,cortexode,pial,706,212288,hcp_lh_211417.pial_converted.stl-cut.stl
46,cortexode,pial,887,250716,hcp_lh_211720.pial_converted.stl-cut.stl
47,cortexode,pial,695,211739,hcp_lh_211922.pial_converted.stl-cut.stl
48,cortexode,pial,1630,232317,hcp_lh_212015.pial_converted.stl-cut.stl
49,cortexode,pial,915,208708,hcp_lh_212116.pial_converted.stl-cut.stl
50,cortexode,pial,1394,202332,hcp_lh_212217.pial_converted.stl-cut.stl
51,cortexode,pial,383,194941,hcp_lh_212318.pial_converted.stl-cut.stl
52,cortexode,pial,1685,214102,hcp_lh_212419.pial_converted.stl-cut.stl
53,cortexode,pial,1013,230289,hcp_lh_212823.pial_converted.stl-cut.stl
54,cortexode,pial,825,235109,hcp_lh_213421.pial_converted.stl-cut.stl
55,cortexode,pial,989,195958,hcp_lh_214019.pial_converted.stl-cut.stl
56,cortexode,pial,473,199416,hcp_lh_214221.pial_converted.stl-cut.stl
57,cortexode,pial,1275,264971,hcp_lh_214423.pial_converted.stl-cut.stl
58,cortexode,pial,639,232378,hcp_lh_214524.pial_converted.stl-cut.stl
59,cortexode,pial,739,221024,hcp_lh_214625.pial_converted.stl-cut.stl
60,cortexode,pial,682,224485,hcp_lh_214726.pial_converted.stl-cut.stl
61,cortexode,pial,648,211259,hcp_lh_217126.pial_converted.stl-cut.stl
62,cortexode,pial,1543,202459,hcp_lh_217429.pial_converted.stl-cut.stl
63,cortexode,pial,435,226478,hcp_lh_220721.pial_converted.stl-cut.stl
64,cortexode,pial,1579,198342,hcp_lh_221218.pial_converted.stl-cut.stl
65,cortexode,pial,422,191776,hcp_lh_221319.pial_converted.stl-cut.stl
66,cortexode,pial,1510,306008,hcp_lh_223929.pial_converted.stl-cut.stl
67,cortexode,pial,586,180288,hcp_lh_224022.pial_converted.stl-cut.stl
68,cortexode,pial,592,215682,hcp_lh_227432.pial_converted.stl-cut.stl
69,cortexode,pial,194,192077,hcp_lh_228434.pial_converted.stl-cut.stl
70,cortexode,pial,676,199455,hcp_lh_231928.pial_converted.stl-cut.stl
71,cortexode,pial,958,239256,hcp_lh_233326.pial_converted.stl-cut.stl
72,cortexode,pial,1457,214819,hcp_lh_236130.pial_converted.stl-cut.stl
73,cortexode,pial,273,201403,hcp_lh_237334.pial_converted.stl-cut.stl
74,cortexode,pial,1125,221121,hcp_lh_239944.pial_converted.stl-cut.stl
75,cortexode,pial,1103,195774,hcp_lh_245333.pial_converted.stl-cut.stl
76,cortexode,pial,634,196541,hcp_lh_246133.pial_converted.stl-cut.stl
77,cortexode,pial,474,222431,hcp_lh_248339.pial_converted.stl-cut.stl
78,cortexode,pial,1254,203589,hcp_lh_249947.pial_converted.stl-cut.stl
79,cortexode,pial,958,196616,hcp_lh_250427.pial_converted.stl-cut.stl
80,cortexode,pial,1106,197237,hcp_lh_250932.pial_converted.stl-cut.stl
81,cortexode,pial,962,246661,hcp_lh_251833.pial_converted.stl-cut.stl
82,cortexode,pial,631,186830,hcp_lh_255639.pial_converted.stl-cut.stl
83,cortexode,pial,791,200006,hcp_lh_256540.pial_converted.stl-cut.stl
84,cortexode,pial,2392,219891,hcp_lh_257542.pial_converted.stl-cut.stl
85,cortexode,pial,557,225434,hcp_lh_257845.pial_converted.stl-cut.stl
86,cortexode,pial,1046,229068,hcp_lh_263436.pial_converted.stl-cut.stl
87,cortexode,pial,2337,256662,hcp_lh_268749.pial_converted.stl-cut.stl
88,cortexode,pial,927,214773,hcp_lh_268850.pial_converted.stl-cut.stl
89,cortexode,pial,1341,271863,hcp_lh_270332.pial_converted.stl-cut.stl
90,cortexode,pial,1576,199402,hcp_lh_275645.pial_converted.stl-cut.stl
91,cortexode,pial,490,193948,hcp_lh_280739.pial_converted.stl-cut.stl
92,cortexode,pial,628,220772,hcp_lh_280941.pial_converted.stl-cut.stl
93,cortexode,pial,844,226534,hcp_lh_283543.pial_converted.stl-cut.stl
94,cortexode,pial,736,219228,hcp_lh_284646.pial_converted.stl-cut.stl
95,cortexode,pial,803,198500,hcp_lh_285345.pial_converted.stl-cut.stl
96,cortexode,pial,933,233898,hcp_lh_285446.pial_converted.stl-cut.stl
97,cortexode,pial,339,239517,hcp_lh_286650.pial_converted.stl-cut.stl
98,cortexode,pial,1637,227222,hcp_lh_287248.pial_converted.stl-cut.stl
99,cortexode,pial,680,175711,hcp_lh_289555.pial_converted.stl-cut.stl
100,cortexode,pial,1020,241016,hcp_lh_290136.pial_converted.stl-cut.stl
101,cortexode,pial,1001,177764,hcp_lh_293748.pial_converted.stl-cut.stl
102,cortexode,pial,619,198463,hcp_lh_295146.pial_converted.stl-cut.stl
103,cortexode,pial,248,177578,hcp_lh_297655.pial_converted.stl-cut.stl
104,cortexode,pial,616,244071,hcp_lh_298051.pial_converted.stl-cut.stl
105,cortexode,pial,162,219525,hcp_lh_298455.pial_converted.stl-cut.stl
106,cortexode,pial,1035,240612,hcp_lh_299154.pial_converted.stl-cut.stl
